ltp,vol_traded_today,last_traded_time,exch_feed_time,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,low_price,high_price,lower_ckt,upper_ckt,open_price,prev_close_price,ch,chp,time
861.75,3935958,1720762283,1720762283,34,141,861.55,861.75,52,612333,1773584,859.14,855.3,861.9,0,0,856.7,856.7,5.05,0.5895,1720782084.007755
861.9,3935958,1720762283,1720762284,34,141,861.55,861.75,19,612333,1773584,859.14,855.3,861.9,0,0,856.7,856.7,5.2,0.607,1720782084.444494
861.95,3939521,1720762284,1720762285,96,3230,861.7,861.95,200,625930,1765229,859.15,855.3,861.95,0,0,856.7,856.7,5.25,0.6128,1720782085.208973
861.85,3939521,1720762284,1720762285,96,3230,861.7,861.95,7,625930,1765229,859.15,855.3,861.95,0,0,856.7,856.7,5.15,0.6011,1720782085.409452
861.7,3940845,1720762285,1720762286,45,61,861.7,861.75,18,629974,1770645,859.15,855.3,861.95,0,0,856.7,856.7,5.0,0.5836,1720782086.222194
861.75,3940845,1720762285,1720762286,45,61,861.7,861.75,23,629974,1770645,859.15,855.3,861.95,0,0,856.7,856.7,5.05,0.5895,1720782086.413229
861.85,3943057,1720762286,1720762287,28,751,861.55,861.9,115,605578,1768271,859.15,855.3,861.95,0,0,856.7,856.7,5.15,0.6011,1720782087.209984
861.85,3943057,1720762286,1720762287,28,751,861.55,861.9,33,605578,1768271,859.15,855.3,861.95,0,0,856.7,856.7,5.15,0.6011,1720782087.409382
861.75,3944542,1720762287,1720762288,117,22,861.45,861.7,5,595443,1764501,859.15,855.3,861.95,0,0,856.7,856.7,5.05,0.5895,1720782088.220526
861.75,3944542,1720762287,1720762288,117,22,861.45,861.7,9,595443,1764501,859.15,855.3,861.95,0,0,856.7,856.7,5.05,0.5895,1720782088.408206
861.65,3946892,1720762289,1720762289,34,60,861.45,861.65,34,612531,1771593,859.15,855.3,861.95,0,0,856.7,856.7,4.95,0.5778,1720782089.213666
861.65,3946892,1720762289,1720762289,34,60,861.45,861.65,10,612531,1771593,859.15,855.3,861.95,0,0,856.7,856.7,4.95,0.5778,1720782089.407398
861.8,3949212,1720762290,1720762290,122,872,861.65,861.8,6,618093,1768269,859.15,855.3,861.95,0,0,856.7,856.7,5.1,0.5953,1720782090.409176
861.5,3949212,1720762290,1720762291,122,872,861.65,861.8,33,618093,1768269,859.15,855.3,861.95,0,0,856.7,856.7,4.8,0.5603,1720782091.306211
