bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_order1,bid_order2,bid_order3,bid_order4,bid_order5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_size1,ask_size2,ask_size3,ask_size4,ask_size5,ask_order1,ask_order2,ask_order3,ask_order4,ask_order5,time
862.35,862.25,862.2,862.15,862.1,862.5,862.6,862.65,862.7,862.75,139,368,1297,807,873,474,493,1501,3915,7296,2,3,6,7,11,1,7,8,19,16,1720782267.873653
862.35,862.25,862.2,862.15,862.1,862.5,862.6,862.65,862.7,862.75,139,368,1292,807,887,444,493,1501,3906,7296,2,3,5,7,12,1,7,8,18,16,1720782268.069789
862.35,862.3,862.25,862.2,862.15,862.5,862.6,862.65,862.7,862.75,20,469,71,1188,764,502,571,1486,3906,7043,2,2,1,5,6,2,9,7,18,13,1720782269.074729
862.45,862.25,862.2,862.15,862.1,862.5,862.6,862.65,862.7,862.75,9,758,1279,764,784,97,453,1418,3830,7100,1,3,8,6,10,1,7,5,16,14,1720782270.087155
862.5,862.35,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,10,51,466,28,1294,7638,1418,3286,7100,5280,1,1,1,2,6,10,5,18,14,35,1720782271.121492
862.35,862.2,862.15,862.1,862.05,862.45,862.5,862.55,862.6,862.65,51,925,116,356,300,353,800,513,7474,1767,1,3,3,3,3,4,5,5,12,8,1720782272.076087
862.55,862.5,862.35,862.25,862.2,862.6,862.65,862.7,862.75,862.8,143,10,48,327,1091,7024,1418,3286,6835,5370,1,1,1,3,5,5,5,19,11,35,1720782273.285635
862.4,862.35,862.25,862.2,862.15,862.5,862.6,862.65,862.7,862.75,168,26,293,1051,196,500,7105,1521,3217,6864,1,1,2,7,5,1,3,7,17,12,1720782274.498414
862.45,862.35,862.25,862.2,862.15,862.5,862.6,862.65,862.7,862.75,1,31,293,1482,196,244,7134,1578,3324,6967,1,2,2,6,5,2,4,8,19,12,1720782275.51746
862.3,862.25,862.2,862.15,862.1,862.4,862.5,862.55,862.6,862.65,167,164,1482,155,376,45,244,96,7160,1568,1,1,6,5,6,1,2,2,5,8,1720782276.546359
862.4,862.35,862.25,862.2,862.15,862.5,862.6,862.65,862.7,862.75,168,7,288,1905,208,209,7155,1532,3867,7024,1,1,3,7,6,4,4,7,18,13,1720782277.480626
862.35,862.25,862.2,862.15,862.1,862.5,862.6,862.65,862.7,862.75,7,345,1821,141,949,452,6214,1257,3131,6662,1,6,7,5,12,2,6,7,14,10,1720782278.485911
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,88,250,7,20,303,6209,1208,3126,6767,5192,1,2,1,1,5,5,6,13,12,32,1720782279.496
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,63,250,7,20,234,6118,1208,3179,6953,7257,1,2,1,1,3,5,6,14,14,33,1720782280.539716
862.2,862.15,862.1,862.05,862.0,862.4,862.45,862.5,862.55,862.6,582,318,298,594,1261,52,27,54,556,6412,5,5,3,8,19,1,1,1,6,8,1720782281.563121
862.25,862.2,862.15,862.1,862.05,862.55,862.6,862.65,862.7,862.75,116,656,305,363,587,515,6361,1455,4122,7168,3,5,4,4,8,6,10,10,22,18,1720782282.488527
862.5,862.35,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,133,100,115,72,515,6034,1378,3162,7307,5196,2,1,1,2,7,5,9,15,17,31,1720782283.489678
862.4,862.35,862.2,862.15,862.1,862.55,862.6,862.65,862.7,862.75,5,100,177,305,483,559,6342,5901,3950,10520,2,1,3,4,6,7,10,15,19,17,1720782284.695615
862.3,862.2,862.15,862.1,862.05,862.5,862.55,862.6,862.65,862.7,2,114,317,467,1278,165,551,6190,2047,4626,1,3,5,8,11,2,5,8,9,21,1720782286.008731
862.3,862.2,862.15,862.1,862.05,862.5,862.55,862.6,862.65,862.7,170,168,324,467,1292,165,551,6109,2047,5322,2,4,6,8,12,2,5,6,9,21,1720782286.090675
862.4,862.25,862.2,862.15,862.1,862.6,862.65,862.7,862.75,862.8,42,103,347,307,936,5474,1156,4636,8098,7252,2,2,6,6,11,5,5,18,19,32,1720782287.345636
862.55,862.5,862.4,862.3,862.25,862.6,862.65,862.7,862.75,862.8,168,166,7,59,168,5464,1156,4090,8737,7180,1,3,1,2,2,6,5,17,19,31,1720782288.39812
862.55,862.5,862.4,862.25,862.2,862.6,862.65,862.7,862.75,862.8,72,62,7,453,1528,5425,1156,3928,7269,8114,1,3,1,4,11,7,5,15,17,35,1720782289.298986
862.55,862.5,862.4,862.25,862.2,862.6,862.65,862.7,862.75,862.8,54,96,7,232,888,5300,1156,3753,7216,8039,2,4,1,3,8,9,5,15,16,35,1720782290.301108
862.55,862.5,862.45,862.4,862.3,862.6,862.65,862.7,862.75,862.8,336,25,17,7,90,4940,1102,3004,6744,6008,2,1,1,1,3,9,4,14,12,32,1720782291.557139
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,481,25,105,210,453,5018,1102,2663,6747,5826,5,1,2,5,6,11,4,11,12,29,1720782292.801181
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,394,28,126,228,290,4588,1102,2663,6705,5772,7,2,4,6,5,11,4,11,11,28,1720782293.51635
862.35,862.3,862.25,862.2,862.15,862.6,862.65,862.7,862.75,862.8,786,413,333,1007,413,4141,1156,2663,6704,5772,2,4,6,10,8,11,5,11,11,28,1720782294.705551
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,118,1,396,326,291,3227,1102,3466,6889,6545,1,1,3,3,5,12,4,13,13,29,1720782295.794641
862.55,862.5,862.4,862.35,862.3,862.6,862.65,862.7,862.75,862.8,471,101,1,424,433,3074,1102,2663,6704,5772,3,2,1,3,6,15,4,11,11,28,1720782296.705024
862.55,862.5,862.4,862.35,862.3,862.6,862.65,862.7,862.75,862.8,225,101,1,50,362,2645,1102,2717,6650,5076,2,2,1,1,5,17,4,12,10,28,1720782297.709717
862.5,862.45,862.4,862.35,862.3,862.6,862.65,862.7,862.75,862.8,91,50,4,140,589,2185,1102,2742,6650,5022,3,1,2,3,5,17,4,13,10,27,1720782298.715623
862.5,862.45,862.4,862.35,862.3,862.55,862.6,862.65,862.7,862.75,110,53,1,222,736,5357,2197,1102,2742,6650,4,2,1,4,6,1,18,4,13,10,1720782299.707449
862.75,862.7,862.65,862.6,862.55,862.8,862.85,862.9,862.95,863.0,585,424,819,1101,646,1481,162,7145,192,235678,6,4,5,7,10,11,7,35,15,274,1720782300.916524
862.9,862.85,862.8,862.75,862.7,863.0,863.05,863.1,863.15,863.2,296,736,1550,315,875,224773,57,3174,123,4564,5,7,8,2,7,162,3,9,4,13,1720782301.921051
862.95,862.85,862.8,862.75,862.7,863.0,863.05,863.1,863.15,863.2,1606,207,931,377,1077,224233,46,3174,60,4433,7,4,8,4,7,155,3,9,3,11,1720782302.708094
862.8,862.75,862.7,862.65,862.6,862.95,863.0,863.05,863.1,863.15,542,250,64,64,70,664,224667,987,3425,3340,5,1,1,1,2,7,159,9,11,9,1720782304.024448
862.95,862.9,862.85,862.8,862.75,863.0,863.05,863.1,863.15,863.2,5,57,88,122,276,223591,46,3174,60,4406,1,1,1,2,2,154,3,9,3,11,1720782305.01075
862.95,862.85,862.8,862.75,862.7,863.0,863.05,863.1,863.15,863.2,284,76,46,258,729,223475,46,3228,6,4634,3,1,1,2,6,155,3,10,2,12,1720782306.026776
862.95,862.85,862.7,862.65,862.6,863.0,863.05,863.1,863.15,863.2,1,76,63,557,1438,223466,100,3402,86,4750,1,1,2,7,10,156,4,10,4,14,1720782306.915862
862.65,862.6,862.55,862.5,862.45,862.95,863.0,863.05,863.1,863.15,57,184,819,1403,636,190,223736,440,3458,386,2,4,8,9,8,3,159,9,12,6,1720782307.981764
862.65,862.6,862.55,862.5,862.45,862.9,862.95,863.0,863.05,863.1,313,84,193,307,191,287,422,222828,440,3407,2,2,7,3,5,1,3,155,9,11,1720782308.920861
862.55,862.5,862.3,862.25,862.2,862.65,862.7,862.75,862.8,862.85,19,58,445,118,813,146,1091,829,2457,675,2,1,3,3,8,2,10,7,9,7,1720782310.030705
862.25,862.2,862.15,862.1,862.05,862.55,862.6,862.65,862.7,862.75,24,64,306,844,1028,465,1401,358,2402,492,2,3,4,5,8,4,10,6,12,6,1720782310.916319
859.55,859.5,859.45,859.35,859.3,859.65,859.7,859.75,859.8,859.85,1,7,11,1,511,333,660,1151,1552,2077,1,1,2,1,6,3,4,7,12,13,1720788830.850048
859.6,859.5,859.45,859.4,859.35,859.65,859.7,859.75,859.8,859.85,2,6,10,57,344,251,381,923,1561,2082,1,1,1,1,3,4,2,6,13,14,1720788831.550317
859.6,859.45,859.4,859.35,859.3,859.65,859.7,859.75,859.8,859.85,2,10,57,344,663,182,381,923,1561,1678,1,1,1,3,5,4,2,6,13,13,1720788832.541486
859.6,859.45,859.4,859.35,859.3,859.65,859.7,859.75,859.8,859.85,1,10,111,639,663,61,381,923,1552,1678,1,1,2,5,5,4,2,6,12,13,1720788833.542273
859.6,859.45,859.4,859.35,859.3,859.65,859.7,859.75,859.8,859.85,2,10,111,584,668,38,381,808,1537,1758,1,1,2,4,6,3,2,4,11,14,1720788834.743638
859.45,859.35,859.3,859.25,859.2,859.6,859.65,859.7,859.75,859.8,10,67,59,794,774,285,50,658,1225,1484,1,1,2,6,8,1,4,4,8,10,1720788835.740636
859.55,859.3,859.25,859.2,859.15,859.6,859.65,859.7,859.75,859.8,10,116,787,726,674,215,50,658,1323,1105,1,2,5,8,7,2,4,4,11,9,1720788836.744877
859.55,859.5,859.3,859.25,859.2,859.6,859.65,859.7,859.75,859.8,10,1,116,794,719,95,50,658,1267,1105,1,1,2,6,7,2,4,4,9,9,1720788837.742818
859.65,859.6,859.55,859.5,859.45,859.85,859.9,859.95,860.0,860.05,1,260,426,353,942,1,444,1292,12038,1264,1,2,5,4,10,1,4,11,164,12,1720788880.947337
859.75,859.7,859.65,859.6,859.55,859.85,859.9,859.95,860.0,860.05,228,162,653,456,593,1,445,1128,11895,778,1,2,5,5,6,1,5,7,161,9,1720788881.141521
859.75,859.7,859.65,859.6,859.55,859.9,859.95,860.0,860.05,860.1,193,162,653,456,631,442,1128,11845,374,11242,1,2,5,5,7,5,7,160,7,15,1720788882.144698
859.65,859.6,859.55,859.5,859.45,859.9,859.95,860.0,860.05,860.1,577,565,756,1668,1003,392,1154,11845,374,11242,4,6,8,9,10,5,8,160,7,15,1720788883.142982
859.8,859.65,859.6,859.55,859.5,859.85,859.9,859.95,860.0,860.05,3,576,565,756,1664,1,391,1154,11853,374,1,3,6,8,8,1,5,8,161,7,1720788884.34411
859.85,859.8,859.65,859.6,859.55,859.9,859.95,860.0,860.05,860.1,1,3,576,565,756,357,941,11850,374,11242,1,1,3,6,8,5,7,161,7,15,1720788885.545636
859.85,859.8,859.65,859.6,859.55,859.9,859.95,860.0,860.05,860.1,1,3,576,565,756,209,1341,11850,324,11242,1,1,3,6,8,3,8,161,5,15,1720788886.358023
859.85,859.8,859.7,859.65,859.6,859.9,859.95,860.0,860.05,860.1,7,3,53,576,520,208,1341,11743,474,11528,1,1,1,3,7,3,8,160,6,18,1720788887.348122
859.85,859.8,859.7,859.65,859.6,859.9,859.95,860.0,860.05,860.1,6,3,53,577,615,156,1341,11743,474,11300,1,1,1,4,8,3,8,160,6,17,1720788888.347578
859.85,859.7,859.65,859.6,859.55,859.9,859.95,860.0,860.05,860.1,7,53,577,615,805,135,1341,11743,393,11300,1,1,4,8,8,3,8,160,5,17,1720788889.548922
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,160,652,707,805,1688,417,11743,270,11292,871,3,5,10,8,9,2,160,4,16,11,1720788890.349383
859.85,859.7,859.65,859.6,859.55,859.95,860.0,860.05,860.1,860.15,3,413,652,663,733,290,11743,324,12383,1129,1,4,5,8,8,1,160,5,17,11,1720788891.554868
859.85,859.75,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,2,1,413,652,595,256,11743,324,12383,1129,1,1,4,5,7,1,160,5,17,11,1720788892.65103
859.85,859.75,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,2,1,402,663,595,200,11743,324,12383,1129,1,1,3,6,7,1,160,5,17,11,1720788893.617342
859.9,859.85,859.75,859.7,859.65,859.95,860.0,860.05,860.1,860.15,2,2,1,348,636,199,11524,324,12388,1129,1,1,1,2,6,1,159,5,18,11,1720788894.743229
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,144,636,562,502,1268,275,11793,447,12388,1138,1,6,8,4,10,3,161,6,18,12,1720788895.554909
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,154,381,307,637,601,135,11755,451,12391,1076,2,5,7,6,8,2,160,7,17,10,1720788896.468694
859.85,859.65,859.6,859.55,859.5,859.9,859.95,860.0,860.05,860.1,8,381,283,670,601,1,83,11750,448,12391,2,5,6,6,8,1,3,160,6,17,1720788897.355872
859.85,859.7,859.65,859.6,859.55,859.95,860.0,860.05,860.1,860.15,6,56,388,283,670,59,11524,448,12391,1084,1,1,6,6,6,2,159,6,17,11,1720788898.365091
859.85,859.8,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,6,50,56,388,283,59,11634,448,12391,1084,1,1,1,6,6,2,161,6,17,11,1720788899.355864
859.85,859.8,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,5,50,56,388,283,58,11535,448,12391,1084,1,1,1,6,6,2,160,6,17,11,1720788900.556909
859.9,859.85,859.8,859.7,859.65,860.0,860.05,860.1,860.15,860.2,31,5,50,111,435,11535,228,12299,1067,1210,1,1,1,3,7,160,5,15,9,15,1720788901.557478
859.9,859.85,859.8,859.75,859.7,860.0,860.05,860.1,860.15,860.2,19,81,54,229,171,11334,51,12294,1301,1344,1,1,2,2,4,160,3,14,9,14,1720788902.56904
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,31,54,234,178,369,11151,51,12294,1247,1344,1,2,3,4,6,160,3,14,8,14,1720788903.557474
859.9,859.8,859.75,859.7,859.65,859.95,860.0,860.05,860.1,860.15,31,50,233,122,366,148,10951,334,12277,1306,1,1,2,3,6,2,159,5,14,10,1720788904.557647
859.75,859.7,859.65,859.6,859.55,859.95,860.0,860.05,860.1,860.15,5,1,366,331,724,81,10971,339,12335,1315,1,1,6,5,7,3,160,6,17,11,1720788905.765582
859.75,859.7,859.65,859.6,859.55,859.95,860.0,860.05,860.1,860.15,5,1,366,331,724,26,10971,339,12288,1444,1,1,6,5,7,1,160,6,14,13,1720788906.868927
859.85,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,3,1,5,1,382,10920,365,12254,1315,1492,1,1,1,1,5,159,7,15,11,16,1720788907.761717
859.85,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,3,1,233,131,428,10753,306,12242,1315,1398,1,1,2,3,7,156,5,13,11,15,1720788908.964907
859.85,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,1,1,5,131,428,10652,306,12242,1310,1421,1,1,1,3,7,155,5,13,10,17,1720788909.972157
859.85,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,1,1,5,131,428,10652,306,12242,1310,1471,1,1,1,3,7,155,5,13,10,19,1720788910.766702
859.85,859.75,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,1,5,1,424,380,10652,360,12250,1310,1478,1,1,1,6,7,155,6,14,10,19,1720788911.361198
859.9,859.75,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,1,5,125,424,380,10588,77,12242,1310,1482,1,1,3,6,7,147,4,13,10,19,1720788912.472316
859.9,859.75,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,1,5,125,424,380,10539,77,12242,1310,1436,1,1,3,6,7,145,4,13,10,18,1720788913.584804
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,5,402,153,481,526,1,10269,458,12475,2015,1,7,2,4,6,1,133,8,15,14,1720788919.566742
859.65,859.6,859.55,859.5,859.45,859.85,859.95,860.0,860.05,860.1,363,54,478,476,993,1,358,10021,704,12728,4,1,4,6,10,1,2,126,11,19,1720788925.581522
859.85,859.8,859.65,859.6,859.55,860.0,860.05,860.1,860.15,860.2,9,5,69,75,490,9885,1108,11485,1174,2147,1,1,1,2,5,123,14,18,11,15,1720788932.099684
859.95,859.85,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,6,17,115,179,420,8878,522,11952,1519,2935,1,2,3,4,4,116,7,16,16,18,1720788938.301575
859.75,859.6,859.55,859.5,859.45,859.9,859.95,860.0,860.05,860.1,3,23,140,464,690,107,785,9787,1880,12197,1,1,3,7,7,2,9,123,17,20,1720788944.406013
859.8,859.75,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,37,10,58,127,507,389,8984,1012,10770,1587,1,1,1,2,6,4,115,11,15,18,1720788950.652302
859.85,859.8,859.75,859.7,859.65,859.9,860.0,860.05,860.1,860.15,64,93,344,177,785,57,8445,375,11546,732,1,2,3,3,9,1,73,5,12,6,1720788956.511567
859.95,859.9,859.8,859.75,859.7,860.0,860.05,860.1,860.15,860.2,506,37,110,357,345,7561,375,11313,732,1446,5,2,2,4,5,53,5,11,6,12,1720788962.226014
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,65,133,344,172,708,2396,375,11346,1069,1209,1,2,3,3,8,15,5,12,8,11,1720788968.520698
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,67,133,344,54,780,1837,375,11385,1069,1437,1,2,3,1,8,16,5,14,8,12,1720788973.723511
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,62,133,404,275,724,1804,375,11372,1069,1396,1,2,4,2,8,16,5,13,8,12,1720788974.928935
859.95,859.9,859.8,859.75,859.7,860.0,860.05,860.1,860.15,860.2,1,62,133,404,275,1271,375,11318,1069,1396,1,1,2,4,2,9,5,12,8,12,1720788975.931457
859.95,859.9,859.85,859.8,859.75,860.0,860.05,860.1,860.15,860.2,1,62,91,133,404,1294,375,11318,1069,1396,1,1,1,2,4,9,5,12,8,12,1720788976.521905
859.95,859.9,859.85,859.8,859.75,860.0,860.05,860.1,860.15,860.2,3,62,91,133,404,1157,375,11313,1069,1391,3,1,1,2,4,9,5,11,8,11,1720788977.527364
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,28,166,404,275,945,1074,375,11313,1070,1391,1,3,4,2,9,9,5,11,9,11,1720788978.728262
859.9,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,67,166,404,275,945,974,375,11313,1070,1391,1,3,4,2,9,9,5,11,9,11,1720788979.731056
859.95,859.9,859.85,859.8,859.75,860.0,860.05,860.1,860.15,860.2,527,67,72,166,417,640,375,11313,1070,1391,2,1,1,3,5,9,5,11,9,11,1720788980.737818
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,500,526,121,282,177,375,11313,843,1096,595,1,2,2,2,5,5,11,8,8,11,1720788981.728831
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,33,526,67,228,171,247,11313,843,1742,599,1,2,1,1,4,2,11,8,12,12,1720788982.728052
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,500,527,67,282,171,171,11313,843,1724,542,1,3,1,2,4,2,11,8,10,10,1720788983.935428
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,477,527,67,282,171,57,11313,843,1724,542,2,3,1,2,4,2,11,8,10,10,1720788984.956417
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,482,526,67,282,171,54,11313,843,1724,542,3,2,1,2,4,2,11,8,10,10,1720788985.939637
860.0,859.95,859.9,859.8,859.75,860.05,860.1,860.15,860.2,860.25,232,526,126,113,336,51,11313,843,1742,578,3,2,2,3,3,2,11,8,12,10,1720788987.136617
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,7,232,526,126,113,11313,843,1742,578,1194,1,3,2,2,3,11,8,12,10,13,1720788987.339194
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,226,526,126,113,342,11313,896,1752,916,1085,3,2,2,3,4,11,9,11,12,12,1720788988.341201
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,226,526,126,113,355,10746,896,1523,624,1085,3,2,2,3,5,4,9,10,11,12,1720788989.537277
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,126,526,126,113,336,10675,896,1655,624,1085,3,2,2,3,3,4,9,11,11,12,1720788990.545994
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,10,126,526,126,113,10640,843,1708,624,1085,1,3,2,2,3,4,8,12,11,12,1720788991.537054
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,10,126,526,127,113,10638,843,1708,934,1085,1,3,2,3,3,4,8,12,12,12,1720788992.539216
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,8,126,526,127,120,10480,843,1708,825,1194,1,3,2,3,4,4,8,12,11,13,1720788993.533194
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,1,43,526,127,134,10436,843,1708,812,1194,1,3,2,3,5,4,8,12,10,13,1720788994.534478
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,48,526,127,134,336,10293,843,1708,812,1194,4,2,3,5,3,4,8,12,10,13,1720788995.538898
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,54,526,127,90,127,10164,843,1703,465,1188,5,2,3,1,4,4,8,11,9,12,1720788996.740101
860.05,860.0,859.95,859.9,859.85,860.1,860.15,860.2,860.25,860.3,7,54,526,127,235,10099,843,1703,494,1188,1,5,2,3,2,5,8,11,9,12,1720788997.739209
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,519,547,176,282,113,10062,843,1736,527,1180,5,4,4,2,3,5,8,11,9,11,1720788998.742496
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,519,526,176,289,127,10029,843,1510,624,1559,5,2,4,3,4,5,8,10,11,16,1720788999.751529
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,433,526,176,228,113,1,9994,883,1523,624,4,2,4,1,3,1,5,9,11,11,1720789000.742156
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,438,526,176,228,113,9877,883,1510,624,1572,5,2,4,1,3,5,9,10,11,17,1720789001.742835
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,388,526,176,228,113,112,9877,883,1510,624,5,2,4,1,3,1,5,9,10,11,1720789002.948301
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,388,526,176,228,113,45,9877,883,1510,624,5,2,4,1,3,1,5,9,10,11,1720789003.94934
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,388,526,176,228,113,45,9877,883,1510,724,5,2,4,1,3,1,5,9,10,12,1720789004.543839
860.05,860.0,859.95,859.9,859.85,860.1,860.15,860.2,860.25,860.3,956,387,526,176,282,9877,883,1403,594,1191,2,5,2,4,2,5,9,8,10,13,1720789005.542863
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,6,351,176,75,54,9738,1149,1824,1610,1185,1,1,4,1,1,5,12,13,15,13,1720789006.544212
860.05,860.0,859.95,859.9,859.8,860.1,860.15,860.2,860.25,860.3,7,6,351,176,75,9712,1099,1811,1312,1198,1,2,1,4,1,5,11,12,14,14,1720789007.543756
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,6,351,176,75,282,9676,1119,1811,1745,1185,2,1,4,1,2,5,13,12,14,13,1720789008.610474
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,5,351,176,75,282,9741,1099,1824,1312,1185,2,1,4,1,2,6,11,13,14,13,1720789009.751033
860.0,859.95,859.9,859.8,859.75,860.05,860.1,860.15,860.2,860.25,3,351,176,75,282,1,9716,1099,1824,1312,2,1,4,1,2,1,7,11,13,14,1720789010.954596
860.0,859.95,859.9,859.8,859.75,860.1,860.15,860.2,860.25,860.3,6,351,176,75,343,9664,1099,2053,1312,1185,1,1,4,1,3,7,11,14,14,13,1720789011.749507
859.95,859.9,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,351,176,75,115,109,211,9588,937,2053,1312,1,4,1,2,1,1,7,10,14,14,1720789012.819167
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,351,176,76,75,54,207,9562,937,2053,1312,1,4,1,1,1,1,6,10,14,14,1720789013.754048
859.95,859.9,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,351,176,75,54,178,186,9562,937,2053,1312,1,4,1,1,3,1,6,10,14,14,1720789014.350209
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,351,176,72,75,54,1127,9662,1287,2153,1292,1,4,1,1,1,2,9,13,14,13,1720789015.549164
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,352,176,86,75,353,1470,9562,1104,2153,1259,2,4,1,1,4,3,6,10,14,13,1720789016.552328
859.95,859.9,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,352,176,75,346,226,1664,9562,1158,2053,1312,2,4,1,3,5,5,6,11,14,14,1720789017.551237
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,128,81,33,373,285,1421,9788,1111,2040,1318,3,1,1,5,7,6,8,11,13,14,1720789018.756182
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,128,151,33,360,278,1698,9788,1124,2040,1305,3,2,1,4,6,8,8,12,13,13,1720789019.758608
859.9,859.85,859.8,859.75,859.7,859.95,860.0,860.1,860.15,860.2,128,66,33,360,278,1,1665,9842,1124,2040,3,1,1,4,6,1,8,9,12,13,1720789020.872361
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,164,66,33,367,119,1667,9788,1111,853,2031,3,1,1,5,5,9,8,11,12,15,1720789021.761713
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,164,66,33,367,181,1568,9788,1124,1265,2018,3,1,1,5,6,9,8,12,13,14,1720789022.813685
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,234,8,33,425,181,1502,9788,1124,1222,2018,4,1,1,6,6,10,8,12,12,14,1720789023.959629
859.9,859.85,859.75,859.7,859.65,860.0,860.1,860.15,860.2,860.25,229,8,133,52,324,1468,10083,1165,1265,2018,4,1,2,3,4,10,11,12,13,14,1720789024.761356
859.9,859.85,859.75,859.7,859.65,859.95,860.0,860.1,860.15,860.2,229,8,133,60,389,101,1468,10083,1165,1265,4,1,2,3,5,1,10,11,12,13,1720789025.767117
859.9,859.85,859.75,859.7,859.65,859.95,860.0,860.1,860.15,860.2,224,8,133,61,389,52,1468,10083,1125,853,4,1,2,4,5,2,10,11,11,12,1720789026.764818
859.95,859.9,859.85,859.75,859.7,860.0,860.1,860.15,860.2,860.25,2,222,91,167,61,1416,9734,1125,853,2018,2,4,2,3,4,10,10,11,12,14,1720789027.763179
